trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
309,False,"{'a': 0.5, 'e': 0.1548029252680647}",20,8,20.14048972854912,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.1538741077164563}",25,14,6.115195847040535,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.15295086307015754}",30,16,16.596091577188332,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.1520331578917366}",35,21,-0.03941484556975228,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.15112095894438618}",20,7,22.229676118253995,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.15021423319071986}",20,12,17.132330819408924,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.14931294779157556}",20,11,4.801729654304628,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.1484170701048261}",30,13,32.1171469252,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.14752656768419714}",20,9,21.169758342637078,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.14664140827809197}",20,11,14.601517378833382,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.1457615598284234}",25,16,16.86279983875855,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.14488699046945286}",20,0,19.758609524112952,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.14401766852663614}",25,16,-4.061803628943302,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.1431535625154763}",20,13,16.294550195944083,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.14229464114038345}",25,4,30.238971075288394,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.14144087329354116}",30,20,20.774656284959025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.1405922280537799}",20,8,20.228353581141427,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.13974867468545724}",35,21,5.331535534149869,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.1389101826373445}",20,3,15.109810948461,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.13807672154152043}",30,17,24.49405621387583,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.1372482612122713}",25,7,33.327104095445335,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.13642477164499767}",20,8,23.172222293405298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.13560622301512767}",20,0,6.922939586671504,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
332,False,"{'a': 0.5, 'e': 0.13479258567703692}",25,13,21.750823115494335,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.1339838301629747}",25,15,-22.492505274231558,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
334,False,"{'a': 0.5, 'e': 0.13317992718199684}",30,21,19.44379752836982,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.13238084761890487}",20,7,15.157533416612685,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.13158656253319143}",20,9,-5.071133044058995,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.1307970431579923}",20,6,3.926490358012854,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.13001226089904433}",20,11,15.153885357083432,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.12923218733365008}",20,0,31.36876000959315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.12845679420964817}",20,11,-24.339482253948134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
341,False,"{'a': 0.5, 'e': 0.12768605344439027}",20,6,25.79271961935604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.12691993712372393}",25,17,15.32915638915781,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.12615841750098158}",20,6,25.790901159897405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.1254014669959757}",25,14,8.55525842661893,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.12464905819399985}",30,18,22.352406929451654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.12390116384483585}",25,15,6.819042853504294,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.12315775686176683}",30,18,-19.306600327123157,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.5, 'e': 0.12241881032059623}",25,18,11.36254008021617,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.12168429745867265}",20,4,27.59761071915316,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.12095419167392062}",20,5,15.284213808061008,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.12022846652387709}",25,20,8.580009308838257,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.11950709572473382}",25,15,4.083296662137447,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.11879005315038542}",20,11,13.44099428384832,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.11807731283148311}",20,16,5.881295228830458,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.1173688489544942}",25,12,0.5915364814383333,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.11666463586076724}",25,15,9.900905931181613,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.11596464804560264}",35,15,27.87626506030911,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.11526886015732903}",25,15,17.056174676275795,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.11457724699638505}",20,3,16.771838482285577,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.11388978351440673}",20,8,-48.24450211109025,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
361,False,"{'a': 0.5, 'e': 0.11320644481332029}",25,11,28.3718010034009,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.11252720614444038}",30,16,21.73531330053838,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.11185204290757374}",25,15,8.663800962876095,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.1111809306501283}",25,15,8.949114233916376,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.11051384506622752}",25,11,-18.475633448467406,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
366,False,"{'a': 0.5, 'e': 0.10985076199583016}",20,9,11.541849132322088,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.10919165742385517}",25,19,12.087099146218087,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.10853650747931204}",20,8,15.099729584764784,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.10788528843443616}",20,9,-2.8420250991390974,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.10723797670382955}",25,13,22.25621255126644,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.10659454884360657}",25,9,27.88571485092546,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.10595498155054493}",25,17,16.81773490763591,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.10531925166124166}",20,14,14.622081162077727,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.10468733615127421}",20,11,15.66466380411018,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.10405921213436656}",30,23,14.981660000442439,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.10343485686156037}",25,9,25.458537633792325,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.102814247720391}",30,13,35.91431847402993,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.10219736223406865}",25,8,17.393063858619154,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.10158417806066425}",25,12,14.761985240000126,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.10097467299230026}",25,10,14.904130890048357,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.10036882495434646}",25,18,14.062922461052972,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.09976661200462038}",35,24,23.546895944679324,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.09916801233259265}",25,13,27.182534705998837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.0985730042585971}",20,13,12.952373395256751,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.0979815662330455}",20,9,7.8451282955264805,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.09739367683564724}",25,11,13.612642642687922,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.09680931477463335}",20,16,7.111444677811076,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.09622845888598555}",25,11,30.758067583031842,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.09565108813266963}",25,5,2.4346571543645,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.09507718160387363}",20,8,13.106512912783367,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.09450671851425038}",20,6,1.5427211406887116,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.09393967820316487}",25,13,15.79321536658388,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.09337604013394589}",30,14,29.88156311212009,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.09281578389314221}",25,18,13.083080728896707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.09225888918978335}",30,18,22.53534167916534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.09170533585464466}",20,8,21.171706904893757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.09115510383951679}",25,13,20.868192722096552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.09060817321647968}",25,6,14.949156133126099,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.0900645241771808}",25,8,6.886964266778626,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.08952413703211773}",25,11,27.946979649980992,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.08898699220992502}",25,11,6.75881899609643,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.08845307025666546}",20,16,6.6145421205692125,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.08792235183512548}",20,10,19.742024403398677,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.08739481772411471}",35,24,22.501339668037726,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.08687044881777004}",20,9,19.571065373957317,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.08634922612486341}",25,1,42.55454842971946,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.08583113076811423}",25,10,24.91921403780087,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.08531614398350554}",30,12,34.77462253080755,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.0848042471196045}",20,9,21.359774847779146,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.08429542163688689}",25,0,38.79511254240673,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
411,False,"{'a': 0.5, 'e': 0.08378964910706556}",20,7,1.244532668280169,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.08328691121242317}",20,8,19.660706524281874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.08278718974514862}",20,13,13.550291759123784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.08229046660667774}",25,16,21.317315832726408,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.08179672380703767}",25,0,3.8319024216582154,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
416,False,"{'a': 0.5, 'e': 0.08130594346419544}",25,2,-14.558061939482974,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
417,False,"{'a': 0.5, 'e': 0.08081810780341027}",35,18,18.010788128326787,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.0803331991565898}",20,10,17.24026868743474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.07985119996165027}",25,17,11.850256224388664,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.07937209276188037}",25,15,19.94306038930502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.07889586020530909}",20,0,34.86690136682442,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
422,False,"{'a': 0.5, 'e': 0.07842248504407723}",25,14,14.02175790881278,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.07795195013381277}",30,7,42.067091306009026,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.07748423843300989}",20,0,0.6270983711822962,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
425,False,"{'a': 0.5, 'e': 0.07701933300241183}",30,17,9.488703520906247,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.07655721700439735}",20,16,6.931282678016277,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.07609787370237098}",25,17,16.533240991262435,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.07564128646015675}",20,8,-4.606180992109626,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.0751874387413958}",25,8,33.44704889118403,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.07473631410894743}",30,18,9.570032858497324,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.07428789622429374}",20,11,12.191102538242362,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.07384216884694798}",30,15,22.821342033589893,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.0733991158338663}",20,0,32.03110997195953,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.5, 'e': 0.07295872113886309}",35,18,9.851684294630667,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.07252096881202992}",25,8,-7.616688651878375,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
436,False,"{'a': 0.5, 'e': 0.07208584299915774}",25,15,6.073991212691935,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.07165332794116279}",25,12,19.07520362019586,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.07122340797351581}",20,12,3.8895035723321936,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.07079606752567472}",20,7,22.45660729791193,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.07037129112052067}",25,2,40.609035676579616,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.06994906337379754}",35,24,20.52930496320342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.06952936899355476}",20,6,26.32992459613239,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.06911219277959343}",35,23,23.517351246331497,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.06869751962291587}",25,15,15.574481491806972,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.06828533450517837}",20,12,12.453725176183081,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.0678756224981473}",20,10,20.637918132584616,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.06746836876315841}",20,9,22.127220449612125,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.06706355855057947}",30,16,24.036629851124513,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.06666117719927599}",25,15,14.467456009960793,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.06626121013608033}",20,12,15.202773589130445,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.06586364287526385}",25,17,16.242646860799436,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.06546846101801226}",30,22,17.573903439821073,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.06507565025190419}",30,7,29.15819612703752,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.06468519635039277}",25,14,23.138515039477845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.06429708517229041}",35,22,29.656310921011816,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.06391130266125666}",30,20,19.329010872890166,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.06352783484528912}",20,14,0.5612396813741842,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.06314666783621739}",20,6,15.993045753918967,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.06276778782920009}",25,11,25.561137502144398,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.062391181102224885}",30,13,33.2132719939319,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.06201683401561154}",25,19,13.640620399227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.06164473301151787}",25,8,-11.22217813493084,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
463,False,"{'a': 0.5, 'e': 0.06127486461344876}",20,12,1.8057161112597804,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.06090721542576807}",25,7,32.36277543774245,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.06054177213321346}",20,15,10.094006617106748,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.06017852150041418}",20,11,18.829871337517694,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.059817450371411694}",30,19,-5.343058724076969,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.059458545669183224}",20,0,30.11555771720787,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
469,False,"{'a': 0.5, 'e': 0.05910179439516812}",20,10,17.507787549127677,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.05874718362879711}",25,12,21.581848565197422,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.05839470052702433}",20,8,24.09829600387215,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.058044332323862184}",20,14,11.429946967888403,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.05769606632991901}",30,7,-2.7114187538004764,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
474,False,"{'a': 0.5, 'e': 0.0573498899319395}",20,0,29.306970390727543,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
475,False,"{'a': 0.5, 'e': 0.05700579059234786}",20,11,5.895538470584141,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.056663755848793775}",20,0,22.581207950424325,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.05632377331370101}",25,3,34.94260789368641,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.0559858306738188}",25,8,36.627174700180305,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.05564991568977589}",20,13,11.561151267895927,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.05531601619563723}",25,13,23.071531586148616,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.05498412009846341}",20,15,11.611384445516991,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.05465421537787263}",30,17,0.8445246232814463,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.05432629008560539}",30,19,9.761854845320784,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.05400033234509176}",20,16,7.617711606783282,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.053676330351021206}",20,13,13.747389065993577,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.05335427236891508}",30,21,18.084646385730508,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.05303414673470159}",20,2,22.203888747062862,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.05271594185429338}",20,16,7.837166495121949,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.05239964620316762}",20,12,16.59436559194011,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.052085248325948616}",20,11,16.905219996097802,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.05177273683599292}",35,13,40.95060891963112,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.051462100414976966}",35,14,27.210440190913925,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.051153327812487104}",20,13,15.653465192907971,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
